"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"3116","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Non-displaced",0.17,NA,0.11788435142214,0.22211564857786,NA,NA
"3214","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"3314","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","IDPs",0.0898876404494382,NA,0.0478239732211264,0.13195130767775,NA,NA
"3413","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Migrants",0,NA,0,0,NA,NA
"3510","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Returnees",0.101694915254237,NA,0.0244881814161038,0.178901649092371,NA,NA
"367","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Non-displaced",0.125,NA,0.0791157462271634,0.170884253772837,NA,NA
"377","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Refugees",0,NA,0,0,NA,NA
"387","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","IDPs",0.129213483146067,NA,0.0798825419543197,0.178544424337815,NA,NA
"397","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"407","c.9..what.is.the.short.term..less.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Returnees",0.101694915254237,NA,0.0244881814161038,0.178901649092371,NA,NA
"1133","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Return to your place of origin","Non-displaced",0.09,NA,0.0502948728685526,0.129705127131447,NA,NA
"2102","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Return to your place of origin","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"368","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Return to your place of origin","IDPs",0.101123595505618,NA,0.0567845971120022,0.145462593899234,NA,NA
"456","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Return to your place of origin","Migrants",0,NA,0,0,NA,NA
"554","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Return to your place of origin","Returnees",0.0847457627118644,NA,0.0136041833366684,0.15588734208706,NA,NA
"644","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t know","Non-displaced",0.155,NA,0.104789003150225,0.205210996849775,NA,NA
"743","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t know","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"843","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t know","IDPs",0.0898876404494382,NA,0.0478239732211264,0.13195130767775,NA,NA
"943","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t know","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"1043","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t know","Returnees",0.101694915254237,NA,0.0244881814161039,0.178901649092371,NA,NA
"1134","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, voluntarily","Non-displaced",0.11,NA,0.0665893802627188,0.153410619737281,NA,NA
"1228","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, voluntarily","Refugees",0.235294117647059,NA,0.0334352058767348,0.437153029417383,NA,NA
"1325","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, voluntarily","IDPs",0.185393258426966,NA,0.128241367311185,0.242545149542748,NA,NA
"1424","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, voluntarily","Migrants",0,NA,0,0,NA,NA
"1524","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, voluntarily","Returnees",0.11864406779661,NA,0.0360417350561885,0.201246400537032,NA,NA
"1623","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Non-displaced",0.125,NA,0.0791157462271634,0.170884253772837,NA,NA
"1722","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"1822","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","IDPs",0.140449438202247,NA,0.0893512673420251,0.191547609062469,NA,NA
"1922","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"2022","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","I don’t want to answer","Returnees",0.186440677966102,NA,0.0869554540707621,0.285925901861441,NA,NA
"2122","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Non-displaced",0.15,NA,0.100459574496598,0.199540425503402,NA,NA
"2220","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"2318","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","IDPs",0.117977528089888,NA,0.0705370444372821,0.165418011742493,NA,NA
"2418","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"2518","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Remain here, involuntarily (there is no alternative)","Returnees",0.135593220338983,NA,0.0481408264974297,0.223045614180536,NA,NA
"2617","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another location within Yemen","Non-displaced",0.12,NA,0.0749145302345328,0.165085469765467,NA,NA
"2715","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another location within Yemen","Refugees",0.294117647058824,NA,0.0772863932946097,0.510948900823037,NA,NA
"2813","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another location within Yemen","IDPs",0.106741573033708,NA,0.061330161954015,0.152152984113401,NA,NA
"2913","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another location within Yemen","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"3013","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another location within Yemen","Returnees",0.11864406779661,NA,0.0360417350561885,0.201246400537032,NA,NA
"3117","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another country","Non-displaced",0.14,NA,0.0918586922641843,0.188141307735816,NA,NA
"3215","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another country","Refugees",0.176470588235294,NA,0,0.357884630763078,NA,NA
"3315","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another country","IDPs",0.106741573033708,NA,0.061330161954015,0.152152984113401,NA,NA
"3414","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another country","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"3511","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Move to another country","Returnees",0.101694915254237,NA,0.0244881814161038,0.178901649092371,NA,NA
"369","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Depends on situation","Non-displaced",0.11,NA,0.0665893802627188,0.153410619737281,NA,NA
"378","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Depends on situation","Refugees",0,NA,0,0,NA,NA
"388","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Depends on situation","IDPs",0.151685393258427,NA,0.0989308350820617,0.204439951434792,NA,NA
"398","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Depends on situation","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"408","c.10..what.is.the.long.term..more.than.one.year..movement.intention.of.your.household.","a.1..household.displacement.status","Depends on situation","Returnees",0.152542372881356,NA,0.0606989888336802,0.244385756929032,NA,NA
"1135","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t want to answer","Non-displaced",0.06,NA,0.0270508517756107,0.0929491482243893,NA,NA
"2103","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t want to answer","Refugees",0,NA,0,0,NA,NA
"370","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t want to answer","IDPs",0.0561797752808989,NA,0.0223153058846873,0.0900442446771104,NA,NA
"457","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t want to answer","Migrants",0.285714285714286,NA,0,0.620735707862576,NA,NA
"555","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t want to answer","Returnees",0.135593220338983,NA,0.0481408264974297,0.223045614180536,NA,NA
"645","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Sanitation (e.g. latrines)","Non-displaced",0.06,NA,0.0270508517756107,0.0929491482243893,NA,NA
"744","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Sanitation (e.g. latrines)","Refugees",0,NA,0,0,NA,NA
"844","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Sanitation (e.g. latrines)","IDPs",0.0449438202247191,NA,0.0144747579395576,0.0754128825098806,NA,NA
"944","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Sanitation (e.g. latrines)","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"1044","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Sanitation (e.g. latrines)","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"1136","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Protection support services (legal assistance, psychological support, protection of children, protection against violence)","Non-displaced",0.05,NA,0.0197621126431429,0.0802378873568571,NA,NA
"1229","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Protection support services (legal assistance, psychological support, protection of children, protection against violence)","Refugees",0.176470588235294,NA,0,0.357884630763078,NA,NA
"1326","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Protection support services (legal assistance, psychological support, protection of children, protection against violence)","IDPs",0.0674157303370786,NA,0.0305405373862195,0.104290923287938,NA,NA
"1425","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Protection support services (legal assistance, psychological support, protection of children, protection against violence)","Migrants",0,NA,0,0,NA,NA
"1525","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Protection support services (legal assistance, psychological support, protection of children, protection against violence)","Returnees",0.0677966101694915,NA,0.00357917427943043,0.132014046059553,NA,NA
"1624","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Healthcare/medication","Non-displaced",0.065,NA,0.0307967697653514,0.0992032302346486,NA,NA
"1723","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Healthcare/medication","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"1823","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Healthcare/medication","IDPs",0.050561797752809,NA,0.0183396680525359,0.082783927453082,NA,NA
"1923","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Healthcare/medication","Migrants",0,NA,0,0,NA,NA
"2023","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Healthcare/medication","Returnees",0.0677966101694915,NA,0.00357917427943043,0.132014046059553,NA,NA
"2123","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t know","Non-displaced",0.055,NA,0.023369803565475,0.086630196434525,NA,NA
"2221","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t know","Refugees",0,NA,0,0,NA,NA
"2319","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t know","IDPs",0.0561797752808989,NA,0.0223153058846873,0.0900442446771104,NA,NA
"2419","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t know","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"2519","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","I don’t know","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"2618","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Safe and dignified return to country of origin (only for refugee and migrants)","Non-displaced",0.08,NA,0.0423605258661602,0.11763947413384,NA,NA
"2716","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Safe and dignified return to country of origin (only for refugee and migrants)","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"2814","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Safe and dignified return to country of origin (only for refugee and migrants)","IDPs",0.050561797752809,NA,0.018339668052536,0.082783927453082,NA,NA
"2914","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Safe and dignified return to country of origin (only for refugee and migrants)","Migrants",0,NA,0,0,NA,NA
"3014","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Safe and dignified return to country of origin (only for refugee and migrants)","Returnees",0.135593220338983,NA,0.0481408264974297,0.223045614180536,NA,NA
"3118","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Non-displaced",0.04,NA,0.0128124387801877,0.0671875612198123,NA,NA
"3216","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Refugees",0,NA,0,0,NA,NA
"3316","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","IDPs",0.0786516853932584,NA,0.0390625901830178,0.118240780603499,NA,NA
"3415","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"3512","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Returnees",0.0677966101694915,NA,0.00357917427943043,0.132014046059553,NA,NA
"3610","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Livelihoods / job opportunities","Non-displaced",0.05,NA,0.0197621126431429,0.0802378873568571,NA,NA
"379","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Livelihoods / job opportunities","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"389","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Livelihoods / job opportunities","IDPs",0.0730337078651685,NA,0.03476856997474,0.111298845755597,NA,NA
"399","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Livelihoods / job opportunities","Migrants",0,NA,0,0,NA,NA
"409","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Livelihoods / job opportunities","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"4113","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Hygiene items (e.g. soap)","Non-displaced",0.035,NA,0.00950222297852667,0.0604977770214733,NA,NA
"4212","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Hygiene items (e.g. soap)","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"4312","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Hygiene items (e.g. soap)","IDPs",0.0449438202247191,NA,0.0144747579395576,0.0754128825098806,NA,NA
"4410","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Hygiene items (e.g. soap)","Migrants",0,NA,0,0,NA,NA
"458","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Hygiene items (e.g. soap)","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"465","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for children","Non-displaced",0.065,NA,0.0307967697653515,0.0992032302346485,NA,NA
"475","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for children","Refugees",0,NA,0,0,NA,NA
"485","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for children","IDPs",0.0561797752808989,NA,0.0223153058846873,0.0900442446771104,NA,NA
"495","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for children","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"505","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for children","Returnees",0,NA,0,0,NA,NA
"5112","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Non-displaced",0.04,NA,0.0128124387801877,0.0671875612198123,NA,NA
"5211","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"5311","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Food","IDPs",0.050561797752809,NA,0.018339668052536,0.082783927453082,NA,NA
"5410","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Migrants",0,NA,0,0,NA,NA
"556","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"563","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cooking stove and fuel","Non-displaced",0.04,NA,0.0128124387801877,0.0671875612198123,NA,NA
"573","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cooking stove and fuel","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"583","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cooking stove and fuel","IDPs",0.0617977528089888,NA,0.0263862618528846,0.0972092437650929,NA,NA
"593","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cooking stove and fuel","Migrants",0,NA,0,0,NA,NA
"603","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cooking stove and fuel","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"6111","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Drinking water","Non-displaced",0.025,NA,0.00333907731455917,0.0466609226854408,NA,NA
"6211","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Drinking water","Refugees",0,NA,0,0,NA,NA
"6311","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Drinking water","IDPs",0.0674157303370786,NA,0.0305405373862194,0.104290923287938,NA,NA
"646","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Drinking water","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"652","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Drinking water","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"661","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cash assistance","Non-displaced",0.075,NA,0.0384568367452407,0.111543163254759,NA,NA
"671","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cash assistance","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"681","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cash assistance","IDPs",0.0280898876404494,NA,0.00379036801610429,0.0523894072647946,NA,NA
"691","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cash assistance","Migrants",0,NA,0,0,NA,NA
"701","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Cash assistance","Returnees",0.0338983050847458,NA,0,0.080125127987075,NA,NA
"7110","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Documentation","Non-displaced",0.04,NA,0.0128124387801877,0.0671875612198123,NA,NA
"7210","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Documentation","Refugees",0,NA,0,0,NA,NA
"7310","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Documentation","IDPs",0.0393258426966292,NA,0.0107409405657062,0.0679107448275523,NA,NA
"745","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Documentation","Migrants",0,NA,0,0,NA,NA
"751","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Documentation","Returnees",0.101694915254237,NA,0.0244881814161038,0.178901649092371,NA,NA
"761","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Shelter/housing / cash grants to rehabilitate damaged houses / maintenance support","Non-displaced",0.05,NA,0.0197621126431429,0.0802378873568571,NA,NA
"771","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Shelter/housing / cash grants to rehabilitate damaged houses / maintenance support","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"781","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Shelter/housing / cash grants to rehabilitate damaged houses / maintenance support","IDPs",0.0674157303370786,NA,0.0305405373862195,0.104290923287938,NA,NA
"791","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Shelter/housing / cash grants to rehabilitate damaged houses / maintenance support","Migrants",0,NA,0,0,NA,NA
"801","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Shelter/housing / cash grants to rehabilitate damaged houses / maintenance support","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"8110","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for adults","Non-displaced",0.04,NA,0.0128124387801877,0.0671875612198123,NA,NA
"8210","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for adults","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"8310","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for adults","IDPs",0.0449438202247191,NA,0.0144747579395576,0.0754128825098806,NA,NA
"845","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for adults","Migrants",0,NA,0,0,NA,NA
"851","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Education for adults","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"861","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Emergency Shelter Kit","Non-displaced",0.06,NA,0.0270508517756107,0.0929491482243893,NA,NA
"871","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Emergency Shelter Kit","Refugees",0.0588235294117647,NA,0,0.170794707380575,NA,NA
"881","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Emergency Shelter Kit","IDPs",0.0280898876404494,NA,0.00379036801610429,0.0523894072647946,NA,NA
"891","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Emergency Shelter Kit","Migrants",0,NA,0,0,NA,NA
"901","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Emergency Shelter Kit","Returnees",0.0508474576271186,NA,0,0.106964692224368,NA,NA
"9110","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Winterization Cash Grant","Non-displaced",0.07,NA,0.0346006624948793,0.105399337505121,NA,NA
"9210","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Winterization Cash Grant","Refugees",0,NA,0,0,NA,NA
"9310","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Winterization Cash Grant","IDPs",0.0337078651685393,NA,0.00716611951544763,0.060249610821631,NA,NA
"945","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Winterization Cash Grant","Migrants",0,NA,0,0,NA,NA
"951","d.1a..what.is.the.first.priority.needs.of.the.household.","a.1..household.displacement.status","Winterization Cash Grant","Returnees",0.0169491525423729,NA,0,0.0499219365118183,NA,NA
"1137","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Non-displaced",0.045,NA,0.0162384304205982,0.0737615695794018,NA,NA
"2104","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Refugees",0.117647058823529,NA,0,0.270969908733386,NA,NA
"380","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","IDPs",0.0617977528089888,NA,0.0263862618528847,0.0972092437650929,NA,NA
"459","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Migrants",0.142857142857143,NA,0,0.402363620577753,NA,NA
"557","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Household NFIs (mattresses, blankets, mosquito nets, etc)","Returnees",0.135593220338983,NA,0.0481408264974297,0.223045614180536,NA,NA
"647","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Non-displaced",0.06,NA,0.0270508517756107,0.0929491482243893,NA,NA
"746","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Refugees",0,NA,0,0,NA,NA
"846","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Food","IDPs",0.0617977528089888,NA,0.0263862618528847,0.0972092437650928,NA,NA
"946","d.1b..what.is.the.second.priority.needs.of.the.household.","a.1..household.displacement.status","Food","Migrants",0,NA,0,0,NA,NA
