list_name,name,label::English,label::REACH
i3_list,3,3,mosques_refugees
i3_list,4,4,hospitals/ health centers_refugees
i3_list,5,5,female-led community organization_refugees
i3_list,6,6,community-organization_refugees
i3_list,7,7,local authorities_refugees
i3_list,8,8,police_refugees
i3_list,9,9,community leader_refugees
i3_list,10,10,i don’t know_refugees
i3_list,11,11,i don’t want to answer_refugees
i3_list,1,1,family_migrants
i3_list,2,2,friends_migrants
i3_list,3,3,mosques_migrants
i3_list,4,4,hospitals/ health centers_migrants
i3_list,5,5,female-led community organization_migrants
i3_list,6,6,community-organization_migrants
i3_list,7,7,local authorities_migrants
i3_list,8,8,police_migrants
i3_list,9,9,community leader_migrants
i3_list,10,10,i don’t know_migrants
i3_list,11,11,i don’t want to answer_migrants
i4_list,1,1,psychological support
i4_list,2,2,medical care / health
i4_list,3,3,livelihoods / rehabilitation
i4_list,4,4,legal assistance / access justice
i4_list,5,5,access to safe-spaces / shelter
i4_list,6,6,none
i4_list,7,7,i don’t know
i4_list,8,8,i don’t want to answer
i5_list,1,1,psychological
i5_list,2,2,medical care / health
i5_list,3,3,livelihoods / rehabilitation
i5_list,4,4,legal / justice
i5_list,5,5,access to safe-spaces / shelter
i5_list,6,6,none
i5_list,7,7,i don’t know
i5_list,8,8,i don’t want to answer
i6_list,1,1,difficulty of access
i6_list,2,2,cost of access
i6_list,3,3,lack of ngo response
i6_list,4,4,service is not available altogether
i6_list,5,5,not having civilian documents which allows the person to get assistance
i6_list,6,6,i don’t know how or where to get assistance
i6_list,7,7,due to customs and traditions / due to religious believes
i7_list,1,1,access to safe spaces / shelter
i7_list,2,2,best interest procedures for children (specialized protection services)
i7_list,3,3,specialized training for foster parents
i7_list,4,4,family reunification
i7_list,5,5,education
i7_list,6,6,none
i7_list,7,7,i don’t know
i7_list,8,8,i don’t want to answer
i8_list,1,1,provision of safe housing
i8_list,2,2,psychosocial support
i8_list,3,3,reproductive health services
i8_list,4,4,healthcare services
i8_list,5,5,livelihoods / rehabilitation
i8_list,6,6,access to justice / legal assistance
i8_list,7,7,none
i8_list,8,8,i don’t know
i8_list,9,9,i don’t want to answer
j1_list,1,1,employment full time
j1_list,2,2,employment part time
j1_list,3,3,day labour/casual labour
j1_list,4,4,self-employed
j1_list,5,5,pension
j1_list,6,6,remittances
j1_list,7,7,gifts from family/relatives
j1_list,8,8,begging
j1_list,9,9,borrowing money
j1_list,10,10,savings
j1_list,11,11,government assistance
j1_list,12,12,cash assistance from humanitarian actors
j1_list,13,13,no source of income
j1_list,14,14,i don’t know
j1_list,15,15,i don’t want to answer
j2_list,1,1,yes
j2_list,2,2,no
j2_list,3,3,i don’t know
j2_list,4,4,i don’t want to answer
j3_list,1,1,skills no longer required in the job market
j3_list,2,2,pre-retirement age
j3_list,3,3,limited/non-existent job market
j3_list,4,4,missing documentation
j3_list,5,5,place of work is inaccessible
j3_list,6,6,place of work in insecure location
j3_list,7,7,place of work is damaged/destroyed
j3_list,8,8,livelihood assets damaged/destroyed
j3_list,9,9,no funds/savings to continue investing
j3_list,10,10,poor health status
j3_list,11,11,discrimination from employers due to foreign nationality
j3_list,12,12,"discrimination from employers due to race, religion, political affiliation, regional variation, etc"
j3_list,13,13,language barriers
j4_list,1,1,yes
j4_list,2,2,no
j4_list,3,3,i don’t know
j4_list,4,4,i don’t want to answer
j5_list,1,1,the market is often closed_nondisplaced
j5_list,2,2,the market is damaged_nondisplaced
j5_list,3,3,the market is too far to walk_nondisplaced
j5_list,4,4,the market location is unsafe (including harassment and presence of landmines/uxo/airstrikes)_nondisplaced
j5_list,5,5,there are crossing checkpoints on the way to the market_nondisplaced
j5_list,6,6,the roads leading to the market are damaged_nondisplaced
j5_list,7,7,there are no means of transportation to the market_nondisplaced
j5_list,8,8,we cannot afford transportation costs to the market_nondisplaced
j5_list,9,9,there are restrictions on movement / curfews_nondisplaced
j5_list,1,1,the market is often closed_idps
j5_list,2,2,the market is damaged_idps
j5_list,3,3,the market is too far to walk_idps
j5_list,4,4,the market location is unsafe (including harassment and presence of landmines/uxo/airstrikes)_idps
j5_list,5,5,there are crossing checkpoints on the way to the market_idps
j5_list,6,6,the roads leading to the market are damaged_idps
j5_list,7,7,there are no means of transportation to the market_idps
j5_list,8,8,we cannot afford transportation costs to the market_idps
j5_list,9,9,there are restrictions on movement / curfews_idps
j5_list,1,1,the market is often closed_returnees
j5_list,2,2,the market is damaged_returnees
j5_list,3,3,the market is too far to walk_returnees
j5_list,4,4,the market location is unsafe (including harassment and presence of landmines/uxo/airstrikes)_returnees
j5_list,5,5,there are crossing checkpoints on the way to the market_returnees
j5_list,6,6,the roads leading to the market are damaged_returnees
j5_list,7,7,there are no means of transportation to the market_returnees
j5_list,8,8,we cannot afford transportation costs to the market_returnees
j5_list,9,9,there are restrictions on movement / curfews_returnees
j5_list,1,1,the market is often closed_refugees
j5_list,2,2,the market is damaged_refugees
j5_list,3,3,the market is too far to walk_refugees
j5_list,4,4,the market location is unsafe (including harassment and presence of landmines/uxo/airstrikes)_refugees
j5_list,5,5,there are crossing checkpoints on the way to the market_refugees
j5_list,6,6,the roads leading to the market are damaged_refugees
j5_list,7,7,there are no means of transportation to the market_refugees
j5_list,8,8,we cannot afford transportation costs to the market_refugees
j5_list,9,9,there are restrictions on movement / curfews_refugees
j5_list,10,10,foreigners are not allowed to access local markets (only for migrants and refugees)_refugees
j5_list,1,1,the market is often closed_migrants
j5_list,2,2,the market is damaged_migrants
j5_list,3,3,the market is too far to walk_migrants
j5_list,4,4,the market location is unsafe (including harassment and presence of landmines/uxo/airstrikes)_migrants
j5_list,5,5,there are crossing checkpoints on the way to the market_migrants
j5_list,6,6,the roads leading to the market are damaged_migrants
j5_list,7,7,there are no means of transportation to the market_migrants
j5_list,8,8,we cannot afford transportation costs to the market_migrants
j5_list,9,9,there are restrictions on movement / curfews_migrants
j5_list,11,11,foreigners are not allowed to access local markets (only for migrants and refugees)_migrants
j6_list,1,1,yes
j6_list,2,2,no
j6_list,3,3,i don’t know
j6_list,4,4,i don’t want to answer
j7_list,1,1,"sell assets/goods (radio, furniture, tv, etc"
j7_list,2,2,"sell productive assets/means of transport (livestock, sewing machine, car, etc"
j7_list,3,3,sell house or land
j7_list,4,4,spend savings
j7_list,5,5,purchase food on credit or borrowed food
j7_list,6,6,"reduce expenses on basic needs (food, shelter, health, etc"
j7_list,7,7,"reduce expenses on transportation, education, household appliances, clothing, entertainment, etc"
j7_list,8,8,household member sent to eat/live with another family
j7_list,9,9,household member move elsewhere in search of work
j7_list,10,10,"household member resort to an illegal, high risk or degrading job"
j7_list,11,11,marriage
j7_list,12,12,look for alternative income source
j7_list,13,13,resort to withdraw loans
j7_list,14,14,"begging, including from children"
j8_list,1,1,yes
j8_list,2,2,no
j8_list,3,3,i don’t know
j8_list,4,4,i don’t want to answer
j9_list,1,1,debt due to missing rent payments
j9_list,2,2,debt due to purchasing food on credit
j9_list,3,3,"debt due to purchasing productive inputs on credit (seeds, soil, fertilizer, etc"
j9_list,4,4,"debt due to purchasing assets (livestock, transportation, house, etc"
j9_list,5,5,debt due medical fees
j9_list,6,6,debt due education fees (school materials and school enrolment fees)
j9_list,7,7,debt due to legal fees
j9_list,8,8,debt due to funeral/marriage arrangements
j9_list,9,9,debt due to costs related to the migration of one or multiple household members
j9_list,10,10,debt due to personal loans owed to financial institutions
j10_list,1,1,drugs/vaccination and treatment for livestock
j10_list,2,2,water for livestock
j10_list,3,3,small ruminants
j10_list,4,4,water for agricultural use
j10_list,5,5,cereal seeds/vegetable seeds
j10_list,6,6,fishing equipment
j10_list,7,7,hand tools
j10_list,8,8,capacity building training
j10_list,9,9,vocational training
j10_list,10,10,education
j10_list,11,11,employment opportunities
j10_list,12,12,business grants
j10_list,13,13,i don’t know
j10_list,14,14,i don’t want to answer
k1_list,1,1,yes
k1_list,2,2,no
k1_list,3,3,i don’t know
k1_list,4,4,i don’t want to answer
k2_list,1,1,ngo
k2_list,2,2,un agency
k2_list,3,3,government agency
k2_list,4,4,i don’t know
k2_list,5,5,i don’t want to answer
k3_list,1,1,once
k3_list,2,2,twice
k3_list,3,3,three or more times
k3_list,4,4,i don’t know
k3_list,5,5,i don’t want to answer
k4_list,1,1,"cash – multi-purpose, conditional"
k4_list,2,2,"cash – multi-purpose, non-conditional"
k4_list,3,3,voucher
k4_list,4,4,i don’t know
k4_list,5,5,i don’t want to answer
l1_list,1,1,yes
l1_list,2,2,no
l1_list,3,3,i don’t know
l1_list,4,4,i don’t want to answer
l2_list,1,1,food
l2_list,2,2,nutrition
l2_list,3,3,shelter
l2_list,4,4,nfi
l2_list,5,5,water
l2_list,6,6,sanitation
l2_list,7,7,education assistance/material
l2_list,8,8,health/medical assistance
l2_list,9,9,protection services for women
l2_list,10,10,protection services for children
l2_list,11,11,legal assistance
l2_list,12,12,psychological support
l2_list,13,13,services for elderly persons
l2_list,14,14,services for persons with special needs
l2_list,15,15,risk education on explosive hazard
l2_list,16,16,livelihood support*
l2_list,17,17,multipurpose cash assistance
l2_list,18,18,i don’t know
l2_list,19,19,i don’t want to answer
l3_list,1,1,humanitarian agencies*
l3_list,2,2,local authority (district/village)
l3_list,3,3,host community
l3_list,4,4,community leader
l3_list,5,5,community volunteers
l3_list,6,6,religious groups
l3_list,7,7,friends/relatives
l3_list,8,8,traders
l3_list,9,9,i don’t know
l3_list,10,10,i don’t want to answer
l4_list,1,1,fully
l4_list,2,2,partially
l4_list,3,3,not satisfied
l5_list,1,1,assistance provided was not enough (quantity) to cover needs
l5_list,2,2,assistance provided was not good enough (quality) to cover needs
l5_list,3,3,assistance provided not relevant to the priority needs
l5_list,4,4,"assistance was not delivered in a fair, impartial manner"
l5_list,5,5,assistance was not delivered in time to address needs
l5_list,6,6,"assistance was not free, payment or favours were required"
l5_list,7,7,civil documentation required to obtain assistance
l5_list,8,8,the humanitarian staff who provided the services did not treat the people well
l5_list,9,9,i had to pay a lot of money to transport the assistance provided or to access the distribution site
l5_list,10,10,"the location where the assistance was provided/distributed was not optimal (far away, unsafe, not easy to access, etc"
l5_list,11,11,"the communication about time, location, and requirement of assistance was unclear"
l5_list,12,12,i don’t know
l5_list,13,13,i don’t want to answer
l6_list,1,1,fully
l6_list,2,2,partially
l6_list,3,3,not satisfied
l8_list,1,1,assistance was not required/household was well-off/ did not meet eligibility criteria
l8_list,2,2,inadequate distribution systems
l8_list,3,3,difficult to access distribution centres
l8_list,4,4,poorly informed about humanitarian assistance
l8_list,5,5,didn’t know how to access humanitarian assistance
l10_list,1,1,how to register for assistance_nondisplaced
l10_list,2,2,the security situation here (in place of residency)_nondisplaced
l10_list,3,3,the security situation in the place of origin_nondisplaced
l10_list,4,4,relocation services_nondisplaced
l10_list,5,5,family reunification services_nondisplaced
l10_list,6,6,how to get food_nondisplaced
l10_list,7,7,how to get shelter/accommodation/shelter materials_nondisplaced
l10_list,8,8,how to get water for drinking and/or household purposes_nondisplaced
l10_list,9,9,how to access to education_nondisplaced
l10_list,10,10,how to get healthcare/medical attention_nondisplaced
l10_list,11,11,how to get help after attack or harassment_nondisplaced
l10_list,12,12,how to obtain / replace personal documentation (eg_nondisplaced
l10_list,13,13,how to find work_nondisplaced
l10_list,14,14,how to get cash assistance_nondisplaced
l10_list,15,15,how to get transport_nondisplaced
l10_list,16,16,the humanitarian actors providing assistance_nondisplaced
l10_list,17,17,how to complain about the assistance received_nondisplaced
l10_list,19,19,other (please specify)_nondisplaced
l10_list,1,1,how to register for assistance_idps
l10_list,2,2,the security situation here (in place of residency)_idps
l10_list,3,3,the security situation in the place of origin_idps
l10_list,4,4,relocation services_idps
l10_list,5,5,family reunification services_idps
l10_list,6,6,how to get food_idps
l10_list,7,7,how to get shelter/accommodation/shelter materials_idps
l10_list,8,8,how to get water for drinking and/or household purposes_idps
l10_list,9,9,how to access to education_idps
l10_list,10,10,how to get healthcare/medical attention_idps
l10_list,11,11,how to get help after attack or harassment_idps
l10_list,12,12,how to obtain / replace personal documentation (eg_idps
l10_list,13,13,how to find work_idps
l10_list,14,14,how to get cash assistance_idps
l10_list,15,15,how to get transport_idps
l10_list,16,16,the humanitarian actors providing assistance_idps
l10_list,17,17,how to complain about the assistance received_idps
l10_list,19,19,other (please specify)_idps
l10_list,1,1,how to register for assistance_returnees
l10_list,2,2,the security situation here (in place of residency)_returnees
l10_list,3,3,the security situation in the place of origin_returnees
l10_list,4,4,relocation services_returnees
l10_list,5,5,family reunification services_returnees
l10_list,6,6,how to get food_returnees
l10_list,7,7,how to get shelter/accommodation/shelter materials_returnees
l10_list,8,8,how to get water for drinking and/or household purposes_returnees
l10_list,9,9,how to access to education_returnees
l10_list,10,10,how to get healthcare/medical attention_returnees
l10_list,11,11,how to get help after attack or harassment_returnees
l10_list,12,12,how to obtain / replace personal documentation (eg_returnees
l10_list,13,13,how to find work_returnees
l10_list,14,14,how to get cash assistance_returnees
l10_list,15,15,how to get transport_returnees
l10_list,16,16,the humanitarian actors providing assistance_returnees
l10_list,17,17,how to complain about the assistance received_returnees
l10_list,19,19,other (please specify)_returnees
l10_list,1,1,how to register for assistance_refugees
l10_list,2,2,the security situation here (in place of residency)_refugees
l10_list,3,3,the security situation in the place of origin_refugees
l10_list,4,4,relocation services_refugees
l10_list,5,5,family reunification services_refugees
l10_list,6,6,how to get food_refugees
l10_list,7,7,how to get shelter/accommodation/shelter materials_refugees
l10_list,8,8,how to get water for drinking and/or household purposes_refugees
l10_list,9,9,how to access to education_refugees
l10_list,10,10,how to get healthcare/medical attention_refugees
l10_list,11,11,how to get help after attack or harassment_refugees
l10_list,12,12,how to obtain / replace personal documentation (eg_refugees
l10_list,13,13,how to find work_refugees
l10_list,14,14,how to get cash assistance_refugees
l10_list,15,15,how to get transport_refugees
l10_list,16,16,the humanitarian actors providing assistance_refugees
l10_list,17,17,how to complain about the assistance received_refugees
l10_list,18,18,how to register with unhcr/bra (bureau for refugees affairs)/ipna_refugees
l10_list,19,19,other (please specify)_refugees
l10_list,1,1,how to register for assistance_migrants
l10_list,2,2,the security situation here (in place of residency)_migrants
l10_list,3,3,the security situation in the place of origin_migrants
l10_list,4,4,relocation services_migrants
l10_list,5,5,family reunification services_migrants
l10_list,6,6,how to get food_migrants
l10_list,7,7,how to get shelter/accommodation/shelter materials_migrants
l10_list,8,8,how to get water for drinking and/or household purposes_migrants
l10_list,9,9,how to access to education_migrants
l10_list,10,10,how to get healthcare/medical attention_migrants
l10_list,11,11,how to get help after attack or harassment_migrants
l10_list,12,12,how to obtain / replace personal documentation (eg_migrants
l10_list,13,13,how to find work_migrants
l10_list,14,14,how to get cash assistance_migrants
l10_list,15,15,how to get transport_migrants
l10_list,16,16,the humanitarian actors providing assistance_migrants
l10_list,17,17,how to complain about the assistance received_migrants
l10_list,19,19,how to register with unhcr/bra (bureau for refugees affairs)/ipna_migrants
l11_list,1,1,community leader
l11_list,2,2,places of worship
l11_list,3,3,government officials
l11_list,4,4,friends/family
l11_list,5,5,humanitarian workers from the un
l11_list,6,6,humanitarian workers from local ngos
l11_list,7,7,humanitarian workers from international ngos
l11_list,8,8,i don’t know
l11_list,9,9,i don’t want to answer
l12_list,1,1,phone call
l12_list,2,2,sms
l12_list,3,3,whatsapp
l12_list,4,4,e-mail
l12_list,5,5,"social media (facebook, twitter, etc"
l12_list,6,6,television
l12_list,7,7,community gathering/meetings/community-based protection network members
l12_list,8,8,private face to face meeting
l12_list,9,9,newspapers
l12_list,10,10,billboards
l12_list,11,11,posters
l12_list,12,12,leaflets
l12_list,13,13,loudspeakers
l12_list,14,14,i don’t know
l12_list,15,15,i don’t want to answer
l13_list,1,1,yes
l13_list,2,2,no
l13_list,3,3,i don’t know
l16_list,1,1,phone call
l16_list,2,2,sms
l16_list,3,3,whatsapp
l16_list,4,4,e-mail
l16_list,5,5,"social media (facebook, twitter, etc"
l16_list,6,6,television
l16_list,7,7,community gathering/meetings/community-based protection network members
l16_list,8,8,private face to face meeting
l16_list,9,9,newspapers
l16_list,10,10,billboards
l16_list,11,11,posters
l16_list,12,12,leaflets
l16_list,13,13,loudspeakers
l16_list,14,14,i don’t know
l16_list,15,15,i don’t want to answer
,,,
governorate,YE13,Amanat Al Asimah,Amanat Al Asimah
,,,
district,YE1306,Al Wahdah,Al Wahdah
district,YE1305,As Sabain,As Sabain
district,YE1304,Assafi'yah,Assafi'yah
district,YE1307,At Tahrir,At Tahrir
district,YE1309,Ath'thaorah,Ath'thaorah
district,YE1303,Az'zal,Az'zal
district,YE1310,Bani Al Harith,Bani Al Harith
district,YE1308,Ma'ain,Ma'ain
district,YE1301,Old City,Old City
district,YE1302,Shu'aub,Shu'aub
