"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"c_9","a_2","Return to your place of origin","Sana'a",0.0571428571428571,NA,-0.0209731617100449,0.135258875995759,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Sana'a",0.0571428571428571,NA,-0.020973161710045,0.135258875995759,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Sana'a",0.142857142857143,NA,0.0250928134701407,0.260621472244145,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Sana'a",0.228571428571429,NA,0.0872542333070259,0.369888623835831,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Sana'a",0.171428571428571,NA,0.0445925069984355,0.298264635858707,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Aden",0.153846153846154,NA,0.0389906459940119,0.268701661698296,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Aden",0.102564102564103,NA,0.00598498139791181,0.199143223730293,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Aden",0.128205128205128,NA,0.0217801200776834,0.234630136332573,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Aden",0.0769230769230769,NA,-0.0079033373291747,0.161749491175329,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Aden",0.128205128205128,NA,0.0217801200776834,0.234630136332573,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Aden",0.0769230769230769,NA,-0.00790333732917471,0.161749491175329,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Aden",0.153846153846154,NA,0.0389906459940119,0.268701661698296,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Aden",0.179487179487179,NA,0.0573231805661635,0.301651178408195,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Lahj",0.119047619047619,NA,0.0197999576591232,0.218295280436115,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Lahj",0.119047619047619,NA,0.0197999576591232,0.218295280436115,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Lahj",0.119047619047619,NA,0.0197999576591232,0.218295280436115,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Lahj",0.238095238095238,NA,0.107565517897688,0.368624958292788,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Lahj",0.166666666666667,NA,0.0524531614938106,0.280880171839523,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Lahj",0.119047619047619,NA,0.0197999576591232,0.218295280436115,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Lahj",0.119047619047619,NA,0.0197999576591232,0.218295280436115,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Marib",0.0925925925925926,NA,0.0144609446984201,0.170724240486765,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Marib",0.148148148148148,NA,0.0523917390765901,0.243904557219706,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Marib",0.12962962962963,NA,0.0390893375847583,0.220169921674501,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Marib",0.0925925925925926,NA,0.0144609446984201,0.170724240486765,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Marib",0.148148148148148,NA,0.0523917390765901,0.243904557219706,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Marib",0.12962962962963,NA,0.0390893375847583,0.220169921674501,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Marib",0.111111111111111,NA,0.0264000375038368,0.195822184718385,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Marib",0.148148148148148,NA,0.0523917390765901,0.243904557219706,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Al Mahwit",0.0441176470588235,NA,-0.00511425651450757,0.0933495506321546,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Al Mahwit",0.117647058823529,NA,0.0404056935891499,0.194888424057909,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Al Mahwit",0.147058823529412,NA,0.062151858121469,0.231965788937354,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Al Mahwit",0.161764705882353,NA,0.0734845496613907,0.250044862103315,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Al Mahwit",0.0882352941176471,NA,0.0202365655263352,0.156234022708959,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Al Mahwit",0.0882352941176471,NA,0.0202365655263352,0.156234022708959,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Al Mahwit",0.176470588235294,NA,0.0850773723788688,0.267863804091719,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Al Mahwit",0.176470588235294,NA,0.0850773723788688,0.267863804091719,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Al Maharah",0.0980392156862745,NA,0.0155144354637824,0.180563995908767,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Al Maharah",0.176470588235294,NA,0.0706752921577461,0.282265884312842,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Al Maharah",0.0980392156862745,NA,0.0155144354637824,0.180563995908767,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Al Maharah",0.0784313725490196,NA,0.00382097002378375,0.153041775074255,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Al Maharah",0.196078431372549,NA,0.0858959910881467,0.306260871656951,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Al Maharah",0.137254901960784,NA,0.0417565632536919,0.232753240667877,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Al Maharah",0.117647058823529,NA,0.0282337142133265,0.207060403433732,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Al Maharah",0.0980392156862745,NA,0.0155144354637824,0.180563995908767,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Amran",0.183673469387755,NA,0.0739978266182092,0.293349112157301,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Amran",0.142857142857143,NA,0.0437436906732323,0.241970595041053,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Amran",0.0612244897959184,NA,-0.00667999854235967,0.129128978134196,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Amran",0.0816326530612245,NA,0.00408026232788516,0.159185043794564,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Amran",0.122448979591837,NA,0.0296017839307883,0.215296175252885,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Amran",0.183673469387755,NA,0.0739978266182092,0.293349112157301,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Amran",0.0612244897959184,NA,-0.00667999854235968,0.129128978134196,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Amran",0.163265306122449,NA,0.0585775575775038,0.267953054667394,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Al Dhale'e",0.136363636363636,NA,0.0336670150017354,0.239060257725537,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Al Dhale'e",0.0909090909090909,NA,0.00487932845752163,0.17693885336066,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Al Dhale'e",0.113636363636364,NA,0.0186620774664574,0.20861064980627,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Al Dhale'e",0.113636363636364,NA,0.0186620774664574,0.20861064980627,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Al Dhale'e",0.0681818181818182,NA,-0.00724769209844421,0.143611328462081,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Al Dhale'e",0.227272727272727,NA,0.10186387567771,0.352681578867745,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Al Dhale'e",0.204545454545455,NA,0.0838352434857089,0.3252556656052,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Al Dhale'e",0.0454545454545455,NA,-0.0168799394989982,0.107789030408089,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Raymah",0.169811320754717,NA,0.0676360756484706,0.271986565860963,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Raymah",0.169811320754717,NA,0.0676360756484707,0.271986565860963,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Raymah",0.132075471698113,NA,0.0399401766175873,0.224210766778639,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Raymah",0.0566037735849057,NA,-0.00628074272162756,0.119488289891439,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Raymah",0.169811320754717,NA,0.0676360756484706,0.271986565860963,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Raymah",0.113207547169811,NA,0.0269846424676356,0.199430451871987,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Raymah",0.0943396226415094,NA,0.0147963022068518,0.173882943076167,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Raymah",0.0943396226415094,NA,0.0147963022068518,0.173882943076167,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Socotra",0.166666666666667,NA,0.0599922050956745,0.273341128237659,"a1_metadata","a1_2"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Socotra",0.0416666666666667,NA,-0.0155311411238865,0.0988644744572198,"a1_metadata","a1_2"
"c_9","a_2","Move to another location within Yemen","Socotra",0.0833333333333333,NA,0.00422143528187971,0.162445231384787,"a1_metadata","a1_2"
"c_9","a_2","Return to your place of origin","Socotra",0.145833333333333,NA,0.0448089010213096,0.246857765645357,"a1_metadata","a1_2"
"c_9","a_2","Move to another country (for migrants and refugees)","Socotra",0.145833333333333,NA,0.0448089010213096,0.246857765645357,"a1_metadata","a1_2"
"c_9","a_2","Depends on situation","Socotra",0.229166666666667,NA,0.108861944374628,0.349471388958705,"a1_metadata","a1_2"
"c_9","a_2","I don’t know","Socotra",0.104166666666667,NA,0.0167277636835671,0.191605569649766,"a1_metadata","a1_2"
"c_9","a_2","I don’t want to answer","Socotra",0.0833333333333333,NA,0.00422143528187971,0.162445231384787,"a1_metadata","a1_2"
"c_9","a_2","Remain here, voluntarily","Amanat Al Asimah",0.18,NA,0.0721030202262774,0.287896979773723,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Amanat Al Asimah",0.22,NA,0.103661154103623,0.336338845896377,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Amanat Al Asimah",0.1,NA,0.0157466138615945,0.184253386138406,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Amanat Al Asimah",0.08,NA,0.00380876440182146,0.156191235598179,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Amanat Al Asimah",0.08,NA,0.00380876440182143,0.156191235598179,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Amanat Al Asimah",0.04,NA,-0.0150340813708733,0.0950340813708733,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Amanat Al Asimah",0.08,NA,0.00380876440182146,0.156191235598179,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Amanat Al Asimah",0.22,NA,0.103661154103622,0.336338845896378,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Al Bayda",0.166666666666667,NA,0.0522456050550985,0.281087728278235,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Al Bayda",0.166666666666667,NA,0.0522456050550985,0.281087728278235,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Al Bayda",0.0238095238095238,NA,-0.0229979129340348,0.0706169605530825,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Al Bayda",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Al Bayda",0.0714285714285714,NA,-0.00764217918969239,0.150499322046835,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Al Bayda",0.142857142857143,NA,0.0354211488599812,0.250293136854305,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Al Bayda",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Al Bayda",0.19047619047619,NA,0.0699150402615046,0.311037340690876,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Taizz",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Taizz",0.0714285714285714,NA,-0.00764217918969239,0.150499322046835,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Taizz",0.238095238095238,NA,0.10732831053916,0.368862165651316,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Taizz",0.142857142857143,NA,0.0354211488599812,0.250293136854305,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Taizz",0.0952380952380952,NA,0.00511321000839386,0.185362980467797,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Taizz",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Taizz",0.0952380952380952,NA,0.00511321000839383,0.185362980467797,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Taizz",0.119047619047619,NA,0.0196195981550774,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Hadramaut",0.0769230769230769,NA,0.00356864939510773,0.150277504451046,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Hadramaut",0.211538461538462,NA,0.0991131787318026,0.323963744345121,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Hadramaut",0.0961538461538462,NA,0.0149998987978693,0.177307793509823,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Hadramaut",0.153846153846154,NA,0.0545237894482694,0.253168518244038,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Hadramaut",0.0961538461538462,NA,0.0149998987978692,0.177307793509823,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Hadramaut",0.0961538461538462,NA,0.0149998987978692,0.177307793509823,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Hadramaut",0.115384615384615,NA,0.0274357464063172,0.203333484362914,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Hadramaut",0.153846153846154,NA,0.0545237894482693,0.253168518244038,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Dhamar",0.0909090909090909,NA,0.0140005478239262,0.167817633994256,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Dhamar",0.218181818181818,NA,0.107690175353357,0.328673461010279,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Dhamar",0.0363636363636364,NA,-0.0137155786439957,0.0864428513712684,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Dhamar",0.236363636363636,NA,0.122705402984483,0.35002186974279,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Dhamar",0.0363636363636364,NA,-0.0137155786439957,0.0864428513712684,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Dhamar",0.145454545454545,NA,0.0511356942358104,0.239773396673281,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Dhamar",0.109090909090909,NA,0.0256885672569318,0.192493250924886,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Dhamar",0.127272727272727,NA,0.0381118734449141,0.21643358110054,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Sa'ada",0.1,NA,0.00556062578081001,0.19443937421919,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Sa'ada",0.025,NA,-0.0241478085807365,0.0741478085807366,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Sa'ada",0.175,NA,0.0553871482984722,0.294612851701528,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Sa'ada",0.05,NA,-0.0186086147521116,0.118608614752112,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Sa'ada",0.2,NA,0.0740808343744133,0.325919165625587,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Sa'ada",0.075,NA,-0.00791504561745607,0.157915045617456,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Sa'ada",0.25,NA,0.113688504681127,0.386311495318873,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Sa'ada",0.125,NA,0.0208903757681078,0.229109624231892,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Aden",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Aden",0.0714285714285714,NA,-0.0076421791896924,0.150499322046835,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Aden",0.19047619047619,NA,0.0699150402615046,0.311037340690876,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Aden",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Aden",0.142857142857143,NA,0.0354211488599812,0.250293136854305,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Aden",0.142857142857143,NA,0.0354211488599812,0.250293136854304,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Aden",0.0952380952380952,NA,0.00511321000839383,0.185362980467797,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Aden",0.119047619047619,NA,0.0196195981550775,0.218475639940161,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Lahj",0.0227272727272727,NA,-0.0219525532552151,0.0674070987097605,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Lahj",0.113636363636364,NA,0.0184894838263548,0.208783243446372,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Lahj",0.136363636363636,NA,0.0334803878164005,0.239246884910872,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Lahj",0.0909090909090909,NA,0.00472298940557962,0.177095192412602,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Lahj",0.113636363636364,NA,0.0184894838263548,0.208783243446372,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Lahj",0.227272727272727,NA,0.10163597430492,0.352909480240534,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Lahj",0.136363636363636,NA,0.0334803878164004,0.239246884910872,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Lahj",0.159090909090909,NA,0.0494362403597981,0.26874557782202,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Marib",0.142857142857143,NA,0.0354211488599812,0.250293136854304,"a1_metadata","a1_5"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Marib",0.166666666666667,NA,0.0522456050550985,0.281087728278235,"a1_metadata","a1_5"
"c_9","a_2","Move to another location within Yemen","Marib",0.0238095238095238,NA,-0.0229979129340348,0.0706169605530824,"a1_metadata","a1_5"
"c_9","a_2","Return to your place of origin","Marib",0.142857142857143,NA,0.0354211488599812,0.250293136854304,"a1_metadata","a1_5"
"c_9","a_2","Move to another country (for migrants and refugees)","Marib",0.0714285714285714,NA,-0.00764217918969241,0.150499322046835,"a1_metadata","a1_5"
"c_9","a_2","Depends on situation","Marib",0.19047619047619,NA,0.0699150402615046,0.311037340690876,"a1_metadata","a1_5"
"c_9","a_2","I don’t know","Marib",0.0952380952380952,NA,0.00511321000839386,0.185362980467797,"a1_metadata","a1_5"
"c_9","a_2","I don’t want to answer","Marib",0.166666666666667,NA,0.0522456050550985,0.281087728278235,"a1_metadata","a1_5"
"c_9","a_2","Remain here, voluntarily","Ibb",0.105263157894737,NA,0.00618475777142279,0.204341558018051,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Ibb",0.0526315789473684,NA,-0.0194585461571552,0.124721704051892,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Ibb",0.184210526315789,NA,0.0590580641914685,0.30936298844011,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Ibb",0.210526315789474,NA,0.0789083568124168,0.342144274766531,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Ibb",0.105263157894737,NA,0.00618475777142277,0.204341558018051,"a1_metadata","a1_4"
"c_9","a_2","Depends on situation","Ibb",0.157894736842105,NA,0.0401720555091142,0.275617418175096,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Ibb",0.0263157894736842,NA,-0.0253627692505581,0.0779943481979265,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Ibb",0.157894736842105,NA,0.0401720555091142,0.275617418175096,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Abyan",0.133333333333333,NA,0.0326950856269057,0.233971581039761,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Abyan",0.0666666666666667,NA,-0.00718161767877203,0.140514951012105,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Abyan",0.0888888888888889,NA,0.00463750142325549,0.173140276354522,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Abyan",0.177777777777778,NA,0.0645896195749333,0.290965935980622,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Abyan",0.111111111111111,NA,0.0180710181935801,0.204151204028642,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Abyan",0.177777777777778,NA,0.0645896195749333,0.290965935980622,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Abyan",0.244444444444444,NA,0.117214030924358,0.371674857964531,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Amanat Al Asimah",0.145833333333333,NA,0.044734819447977,0.24693184721869,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Amanat Al Asimah",0.125,NA,0.0302663885910586,0.219733611408941,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Amanat Al Asimah",0.125,NA,0.0302663885910587,0.219733611408941,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Amanat Al Asimah",0.166666666666667,NA,0.0599139803359136,0.27341935299742,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Amanat Al Asimah",0.0625,NA,-0.00683790371349791,0.131837903713498,"a1_metadata","a1_4"
"c_9","a_2","Depends on situation","Amanat Al Asimah",0.145833333333333,NA,0.044734819447977,0.24693184721869,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Amanat Al Asimah",0.104166666666667,NA,0.0166636444269157,0.191669688906418,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Amanat Al Asimah",0.125,NA,0.0302663885910586,0.219733611408941,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Al Bayda",0.243243243243243,NA,0.102819260785229,0.383667225701257,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Al Bayda",0.0810810810810811,NA,-0.00825792181815733,0.170420083980319,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Al Bayda",0.0810810810810811,NA,-0.00825792181815733,0.170420083980319,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Al Bayda",0.108108108108108,NA,0.00647669110973199,0.209739525106484,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Al Bayda",0.189189189189189,NA,0.0610002178442493,0.317378160534129,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Al Bayda",0.135135135135135,NA,0.0232426276214757,0.247027642648795,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Al Bayda",0.162162162162162,NA,0.0415204513452989,0.282803872979025,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Al Hudaydah",0.0943396226415094,NA,0.014737972808794,0.173941272474225,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Al Hudaydah",0.0377358490566038,NA,-0.01415807764815,0.0896297757613575,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Al Hudaydah",0.132075471698113,NA,0.0398726134800094,0.224278329916217,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Al Hudaydah",0.113207547169811,NA,0.0269214149068222,0.1994936794328,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Al Hudaydah",0.169811320754717,NA,0.0675611501800479,0.272061491329386,"a1_metadata","a1_4"
"c_9","a_2","Depends on situation","Al Hudaydah",0.113207547169811,NA,0.0269214149068222,0.1994936794328,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Al Hudaydah",0.132075471698113,NA,0.0398726134800094,0.224278329916217,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Al Hudaydah",0.207547169811321,NA,0.0971043628342535,0.317989976788388,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Hadramaut",0.146341463414634,NA,0.03659518936485,0.256087737464418,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Hadramaut",0.146341463414634,NA,0.03659518936485,0.256087737464418,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Hadramaut",0.0975609756097561,NA,0.00542887038305225,0.18969308083646,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Hadramaut",0.146341463414634,NA,0.03659518936485,0.256087737464418,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Hadramaut",0.0975609756097561,NA,0.00542887038305223,0.18969308083646,"a1_metadata","a1_4"
"c_9","a_2","Depends on situation","Hadramaut",0.0731707317073171,NA,-0.00768904969382141,0.154030513108456,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Hadramaut",0.170731707317073,NA,0.0538978767847667,0.28756553784938,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Hadramaut",0.121951219512195,NA,0.0203459131217581,0.223556525902632,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Dhamar",0.115384615384615,NA,0.0275309068388644,0.203238323930366,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Dhamar",0.153846153846154,NA,0.0546312559713471,0.253061051720961,"a1_metadata","a1_4"
"c_9","a_2","Move to another location within Yemen","Dhamar",0.0961538461538462,NA,0.0150877071440484,0.177219985163644,"a1_metadata","a1_4"
"c_9","a_2","Return to your place of origin","Dhamar",0.115384615384615,NA,0.0275309068388644,0.203238323930366,"a1_metadata","a1_4"
"c_9","a_2","Move to another country (for migrants and refugees)","Dhamar",0.211538461538462,NA,0.0992348225762933,0.32384210050063,"a1_metadata","a1_4"
"c_9","a_2","Depends on situation","Dhamar",0.0961538461538462,NA,0.0150877071440484,0.177219985163644,"a1_metadata","a1_4"
"c_9","a_2","I don’t know","Dhamar",0.0961538461538462,NA,0.0150877071440484,0.177219985163644,"a1_metadata","a1_4"
"c_9","a_2","I don’t want to answer","Dhamar",0.115384615384615,NA,0.0275309068388644,0.203238323930366,"a1_metadata","a1_4"
"c_9","a_2","Remain here, voluntarily","Shabwah",0.0961538461538462,NA,0.0150877071440484,0.177219985163644,"a1_metadata","a1_4"
"c_9","a_2","Remain here, involuntarily (there is no alternative)","Shabwah",0.153846153846154,NA,0.0546312559713471,0.253061051720961,"a1_metadata","a1_4"
